text,language,label
oe la j’en peu plus zebi,darija,insult
oe là on a joué au foot ils ont jeté le ballon par dessus la terrasse 2 fois zebi c moi qui vais le chercher,darija,insult
oeoe zebi il sont parti en couille avc des pierre et des voyages intergalactique zebi jai envie de tout cassé,darija,insult
offside ta3 zebi,darija,insult
oh pk j’ai plus le match là zebi,darija,insult
oh benzema zebi la douleur c’est dans la tête,darija,insult
oh bordel c’est tellement bon ça va directement dans ma playlist city pop,darija,insult
oh bordel je m’en souviens *تنهد* je m’étais dis ptn wsh c le destin zebi  *تنهد* *تنهد*,darija,insult
oh c’est encore et qui fait des conneries avec sa soucoupe volante zebi,darija,insult
oh ça à repris zebi jai raté le but,darija,insult
oh ça y est jveux dormir là zebi,darija,insult
oh cest déjà les vacances ça passe trop vite zebi,darija,insult
oh cet été s’annonce incroyable zebi,darija,insult
oh chopinet zebi la vie c’était la gadjie a adel ça *فرح*,darija,insult
oh d un coup g tro mal à la gorge zebi,darija,insult
oh envoie l’écran zebi,darija,insult
oh frero ça veut rien dire zebi,darija,insult
oh j’ai tapé conjuring 3 dans la barre de recherche pr voir les avis et y’a que des gadgi qui veulent des dates zebi c quoi c gens,darija,insult
oh j’avais oublié a quel point les couples me cringent *وجه باكي* *وجه باكي* vive le célibat zebi,darija,insult
oh jai zappé l’equitation moi aussi zebi,darija,insult
oh je suis de gauche mais lâchez nous zebi on est pas responsables de tout ça *تنهد*,darija,insult
oh jen ai marre de ma vie pq jrespire zebi quon me zigouille a la hache hop,darija,insult
oh l’arbitre zebi,darija,insult
oh l’enfant de pute *يتدحرج علي الارض من الضحك* *يتدحرج علي الارض من الضحك*,darija,insult
oh l’odeur que ça doit dégager zebi je hais l’alcool,darija,insult
oh la cover zebi sah jul appel fifou arrête de faire tt seul mdr,darija,insult
oh la putain de sa race j’ai fais un bon de 27 mètre j’ouvre un tiroir une putain d’araignée dedans jamais eu aussi peur de ma vie zebi,darija,insult
oh laisser moi dormir zebi,darija,insult
oh larbitre tah zebi cest trop grave ça se voit il veux gérer hannibal mejebri à la fin du match,darija,insult
oh le banger ta pas intérêt a loose ta mène zebi,darija,insult
oh le don du sang il m’harcèle c’est bon zebi j’y vais que quand j’ai envie d’un goûter gratuit,darija,insult
oh mais fous moi la paix zebi,darija,insult
oh mais va ken t ancêtre zebi,darija,insult
oh merci ai failli oublier zebi,darija,insult
oh nan ptdtr jp c quoi ça zebi,darija,insult
oh nathan diaz zebi pourquoi il a regardé edwards au lieu de foncer lenculer mdr,darija,insult
oh non zebi c’est le retour des stories de nathou au social,darija,insult
oh papi ils ont joué contre bulgarie zebi tu va voir à l euro et vazy ta 70 ans tu connais pas l foot va dormir,darija,insult
oh par contre zebi je regarde un furyio ou un shojo la je suis a la station de ski,darija,insult
oh pas un d’utile zebi,darija,insult
oh ptn hamilton fonce zebi,darija,insult
oh réveillez vous ya zebi y en a aucun qui joue,darija,insult
oh sa mère ils sont en train de faire un massage cardiaque à eriksen zebi,darija,insult
oh son coach pleure mais elle en a rien a cirer ahaha elle a gagné rg zebi,darija,insult
oh t’entends ce que je suis entrain de faire zebi skinny de quoi,darija,insult
oh tes en grece profite lzche twitter zebi,darija,insult
oh tg arrêtes de toujours tout gâcher zebi,darija,insult
oh tu m’as hella bander zebi,darija,insult
on a compris al 9lawi,darija,insult
on a dégommer un poulet zebi,darija,insult
on a dit les meufs connard,darija,insult
on a manger le ban zebi,darija,insult
on a même pas la balle zebi wsh ça commence à ménerver,darija,insult
on a pas d’occaz franche zebi,darija,insult
on a perdu zebi,darija,insult
on a rien dit zebi,darija,insult
on a trop d’attaquants zebi,darija,insult
on a vue le gardien italien une fois on a pas une frappe zebi,darija,insult
on aura pas mieux zebi,darija,insult
on aurai manger gucci zebi *فرح*,darija,insult
on aurait pu économisé le million zebi,darija,insult
on capte pas dans ltrain zebi,darija,insult
on connaît les retombées après zebi *تنهد* *تنهد*,darija,insult
on coule un plancher au premier étage mon sac et ma glacière qui se retrouve aspergés complet de béton zebi ça commence bien,darija,insult
on court où on veut zebi c quoi ton problème,darija,insult
on croise les doigts zebi,darija,insult
on cse les couilles,darija,insult
on déprime sur rave à croire on était en couple zebi,darija,insult
on dirait c’est ma faute zebi,darija,insult
on dirait cindy la caissière qui fume des roulées zebi,darija,insult
on dirait il en a 57 zebi,darija,insult
on dirait je suis millionnaire pour me permettre de perdre autant d’argent alors que pas du tout la preuve j’habite encore à vichy zebi,darija,insult
on dirait les femmes qui tient une boutique de sorcellerie dans les films dhorreur zebi,darija,insult
on dirait moi avant dme connecter en visio zebi,darija,insult
on dirait y’a des olives zebi je rhler,darija,insult
on dit immunodéprimé zebi,darija,insult
on es pas des charos wsh on es juste curieux zebi,darija,insult
on est daccord elle est gênante princesse zebi jsp quoi,darija,insult
on est deja mercredi zebi,darija,insult
on est du genre à commettre pas du genre à promettre zebi j’suis con,darija,insult
on est en bas de chez toi zebi,darija,insult
on est gifted dans la famille le frerot il a saute 2 classes il sfait encore chier a lecole zebi,darija,insult
on est nul cest honteux zebi,darija,insult
on est où la il font un loupgarou en classe zébi,darija,insult
on est passé de gollum à kardashian zebi,darija,insult
on est trop nul zebi,darija,insult
on est vendredi 657 culture 3 toujours pas dispo zebi la,darija,insult
on est vraiment nul zebi,darija,insult
on eفي ima ila kent m9wda 3lik makayn la dna la zebi,darija,insult
on joue a l’extérieur zebi,darija,insult
on la cherche tous zebi,darija,insult
on m’a piraté zebi,darija,insult
on ma dit lundi zebi,darija,insult
on me préviens pas aussi zebi,darija,insult
on nous avait promis des voyages en plus vsy j’avais 11 ans zebi x,darija,insult
on oubli pas ici on baise hamilton et verstappen,darija,insult
on parle de foot miss zebi parle de guerre *شخص تغطيه الوجه باليد* *رمز تعبيري معدل خمسه*  *علامه الذكور* ,darija,insult
on parle si on veut zebi,darija,insult
on peut meme plus acheter en resell pour moins de 150 c’est incroyable cque c’est devenu zebi,darija,insult
on peut pas miser sur algerie tunisie zebi,darija,insult
on peut ps rigoler putin c’est de l’humour zebi,darija,insult
on prend des 6h à mrepondre mais moi je réponds en 3 secondes zebi,darija,insult
on profitera quand on sera riche et célèbre zebi,darija,insult
on regarde ou les playoff zebi,darija,insult
on rigole on rigole mais on a déjà passé la moitié de 2021 zebi,darija,insult
on rigole zebi me rendez pas fou mes petit saucisson,darija,insult
on rigole zebi on rigole,darija,insult
on s’en fou de monsieur gustav je suis plus important moi zebi,darija,insult
on s’en fou il faut dés défenseur zebi,darija,insult
on se demande pq ziyech et hakimi ne jouent pas a fond mais regardez les tacles assassins zebi,darija,insult
on se fait violer zébi,darija,insult
on sen fout de lol ya l zebi,darija,insult
on shabitue à tout on a eu une victime grave davc qui faisait mieux que tebboune alors imagine bengrina,darija,insult
on souffle zebi ferme ta gueule un peu,darija,insult
on vient dme follow zebi,darija,insult
on المجحوم عاد لينبح من جديد هاته المره لم يكتفي بالمغرب فقط بل نبح كذلك علي ليبيا و مصر,darija,insult
online courses oula zbi lay7re9 zamel bou had chnawa d zeb,darija,insult
onssa doit contrôler les snacks et les restaurants sur la ville de ben guerir dont on vend et cuisine ghir lakhnaz et zebballa djajes khanaz ainsi que les poissons et la viande machewiya khanza,darija,insult
ooh jai failli les prendre i sont trop frais zebi,darija,insult
opa matori tebi upala sekira u med pa da se lepo provedeš i da nađeš neku devojku,darija,insult
orh on sais fais semblant zebi,darija,insult
orh vais devoir te bloquer zebi,darija,insult
orh zebi le match il va commencer a 8h30 si ils continuent avec leurs hymnes de fils de pute,darija,insult
ornella elle deconne je le jure wesh vsy mes tes seins la zebi,darija,insult
ornella envoie tes seins ya zebi,darija,insult
orrh vous aimez trop envoyer jsuis à lyon  défilez et rentrez chez vous zebi,darija,insult
ortc ils mettent pas les ralenti zebi,darija,insult
otamendi zebi,darija,insult
ou felekher fach ghadi tla3 ghadi tla3 khawi a zebi b9at f no9ta,darija,insult
oú tu m’as vu parler des zirides al 7mar dzeb,darija,insult
oua zebi ça fumait bien *تنهد*,darija,insult
oua zebi on vient de tapé un drift sur du sable on a oublié de fermer les fenêtres on est en train d’avaler de la poussière amk,darija,insult
ouah griezmann zebi,darija,insult
oui 3endk l7e9 hta 3dabi track m9wd bjhed,darija,insult
oui allez zebi,darija,insult
oui bah là forcément ça fait 1 mois jai pas joué zebi,darija,insult
oui bientôt pull up 20 zebi on a hate,darija,insult
oui bon j’suis pas ta copine non plus tu va bientôt me conseiller un gloss zebi,darija,insult
oui c cque jdis juste tu fais pas passer la religion en second plan c tout de quelle hypocrisie tu me parle zebi,darija,insult
oui c’est un stage rémunéré tu f même pas attention zebi,darija,insult
oui et il met de l’argent il a dis zebivous êtes possédés *فرح* *فرح*,darija,insult
oui j ai hate zebi,darija,insult
oui je pense merr t es pire que moi zebi,darija,insult
oui je sais mais zebi,darija,insult
oui je te jure zebi,darija,insult
oui la vidéo tae zebi att,darija,insult
oui mais il me follow moi zebi,darija,insult
oui mais pourquoi zebi ça sert à rien,darija,insult
oui mais takapté 2 ème a louest vazy zebi,darija,insult
oui par le toit ya tjr lhelico à côté zebi,darija,insult
oui ptn quelquun qui a des gouts zebi,darija,insult
oui youssef saif ta3 zebi,darija,insult
pacque je suis 3azzi *وجهه مع الفم*,darija,insult
par allah c vrai ce que je dit rah wlina b7al lihoud lmghrib khwa,darija,insult
par contre 0 vanne mon chat a vraiment le sida qui est l’humain qui la refilé zebi,darija,insult
par contre j’avais oublié le big défaut du train zebi je suis en e là mon tweet va se poster je serai déjà rentré chez moi,darija,insult
par contre je me répète mais cest quoi cet album incroyable zebi,darija,insult
par contre la nuit zebi ca me met en pls *تنهد* *تنهد*,darija,insult
par contre mohammed arrête de me stalk zebi tu retweet mes tweets mais tu ma bloquer,darija,insult
par contre relou de pas dormir zebi,darija,insult
par contre vraiment un coup de ventilos et un babybel jvais mieux jsuis mort vraiment puis ya aps me faire faire 6h16h30 zebi,darija,insult
payent même pas le loyer zebi,darija,insult
pc lenovo layn3al zamel bouk layn3al hmar ta3 bouk jen ai marre,darija,insult
pcq bac 2 cotorep qu’on peux même pas vanner zebi,darija,insult
pcq lokan machi nta ma tabdach ge3 disscusion hadi te3 zebi *تنهد*,darija,insult
pcq se dédouaner simplement de ces actes et paroles suffit à être excusé mdr trop fort zebi,darija,insult
peguei ela zebi k,darija,insult
pelo il compte pas ouvrir sans condition lalgérie zebi,darija,insult
pelo t’es chère loin de moi zebi,darija,insult
peloo on a acheter une meuleuse d angle pour decouper une planche d acier le boucan wesh j allais devenir sourd pour une planche zebi,darija,insult
pendant que certain s’encule le bide de cheat meal nous on est la on tien la diete zebi,darija,insult
pendant que je travaillé chaymae elle était entrain de faire un dégradé à yael j’ai raté ça zebi,darija,insult
pendant que vous le critiquer il se fait des couilles en or fermez la un peu et occupez vous de votre vie zebi,darija,insult
pensaba q no iba a salir nunca de la depresion d zeb q he pillado este año pero hamdullah q ya estoy bien,darija,insult
periodt azebi why do mfs feel the need to comment on ppls bodies,darija,insult
perpignan ces mort zebi,darija,insult
perso j’ai rien pris du tout comme coup zebi comme dirait spider man cheh,darija,insult
perso jai beugué jai direct voulu acheter les jouets mais jai oublié que javais zebi,darija,insult
pff hors contexte zebi la mouche,darija,insult
ph les notifs zebi,darija,insult
phase zebi,darija,insult
philly zebi,darija,insult
phobi intergalactique zebi,darija,insult
physique ga3 easy ya zebi wesh ak tahder kho les matière secondaire li m9ewdin,darija,insult
pile le jour ou jai envie de parler avec ma darone y a la coiffeuse zebi,darija,insult
pims a lorange c incroyable zebi comment ne pas aimer,darija,insult
pire il a dit tosen zebi en mouche évidemment,darija,insult
pire message c’est 30 qu’est ce y’a rien à foutre de l’amour zebi,darija,insult
pire nuit zebi,darija,insult
pitaiin jsuis trop content ya zebi,darija,insult
pitch moi j’ai envie de nouveau manga zebi,darija,insult
pitié fermez vos gueules jvous le demande gentiment arrêtez de parler zebi,darija,insult
pitié ta gueule et arrête la musique,darija,insult
pourquoi c’est à chaque fois que j’ai une vieille gueule qu’il y a une meuf fraîche avec un maxi bavoul à côté de moi dans le train zebi,darija,insult
pourquoi elle restera c’est mis deux fois zebi,darija,insult
pourquoi il fait aussi chaud la nuit zebi,darija,insult
pourquoi ils sont choqué par le fait quisco ne soit pas convoqué avec lespagne zebi il est nul,darija,insult
pourquoi j suis pas marié zebi,darija,insult
pourquoi j’ai acheté une sportive zebi je viens de finir le taf j’suis en manque d’adrénaline sa mère,darija,insult
pourquoi j’ai des envies de pleurer comme ça zebi,darija,insult
pourquoi j’ai pris des sièges mi cuir ya zebi,darija,insult
pourquoi je te follow zebi tu es fou,darija,insult
pourquoi jsusi réveiller la oh il est 6h ya zebi,darija,insult
pourquoi mes potes qui ont une piscine ne m’invitent pas chez eux pourquoi toute l’année vous m’invitez mais pas en été zébi,darija,insult
pourquoi quand j’achète une paire j’arrive plus à mettre les autres zebi,darija,insult
pourquoi screen connard,darija,insult
pourquoi tes à poil sur ta pp zebi,darija,insult
pourquoi tu mets des majuscules zebi j’ai cru que y’avais des news sur ce feat,darija,insult
pourquoi tu parles anglais parle français zebi,darija,insult
pourquoi tu te lances pas tu fais la taille parfaite amp t’es skinny zebi,darija,insult
pourquoi vous parlez jamais français zebi apres vous vous plaignez,darija,insult
pourquoi y’a pas les match de l’algérie dans parions sport zebi,darija,insult
pourquoi ya aucun foden et griezmann me les faut pour ce weekend zebi,darija,insult
pourquoi ya kabak sur le banc zebi jouait à 10 défenseurs sil faut,darija,insult
pourquoi ya zebi,darija,insult
pourquoi zebi pourquoi,darija,insult
pozat li kaydir m3a mok hh 7wya dyal lmongolien,darija,insult
mongolien weld l3abd,darija,insult
premier but de la compétition un csc zebi force a tout les parieurs qui on mis un joueur italien *تنهد*,darija,insult
premier jour de stage non obligatoire en plus et jsuis déjà en retard zebi foutent le mort ces bus,darija,insult
première année de droit enfin validé zebi *تادا* *نظارات خشخشه*,darija,insult
première fois de ma vie que je fait des tresses y’a zebi comment sa fait mal,darija,insult
première fois que je mets une cravate j’arrive pas à respirer zebi,darija,insult
prend moi zebi,darija,insult
prend pas ton diams pour perdre 50 et win 25 zebi,darija,insult
prend son telephone et debloque moi zebi,darija,insult
prends je veux juste mona zebi,darija,insult
prenez le ciné pass zebi,darija,insult
prenez votre temps pour regarder ça zebi c à lenvers,darija,insult
presque il faut jme nourri en perfusion zebi,darija,insult
prijatno i tebi *ممتاز* *رمز تعبيري معدل واحد*,darija,insult
prkoi j’arrive jamais a dormir zebi,darija,insult
prochain thread je pense évoquer la jalousie ou la dévalorisation zebi,darija,insult
prochaine fois repond sur lol zebi,darija,insult
prq ça m’a rien fait moi zebi,darija,insult
prq y a personne qui me calcule zebi,darija,insult
pt1 on parle pas de toi ya zebi *تنهد* *وجه المهرج*,darija,insult
ptain jai perdu mes clefs zebi,darija,insult
ptain les frères jme suis mis à dessiner pdt 3jours shui trop fort zebi,darija,insult
ptdr oh zebi pourquoi,darija,insult
ptdr on dirait amar qui tweet là zebi,darija,insult
ptdr on est tous pareil zebi,darija,insult
ptdr on m’a prêté des bottines en 46 alors que je fais du 41 zebi,darija,insult
ptdr on peut même pas s’acheter de classe a avec cette sommes zebi elle parle de maison,darija,insult
ptdr on vient clairement de se faire suivre avec lucas heureusement que j’ai un super instinct et une super intuition zebi,darija,insult
ptdr que ça masque les réponses négatives bande de clowns,darija,insult
ptdr qui t’as fais ça zebi,darija,insult
ptdr rien a voir zebi l’om appartient à marseille et son peuple jamais a un zgeg comme lui,darija,insult
ptdr shesh *البرد قارس* *البرد قارس*,darija,insult
ptdr si c est chaque personne différente ça fait 3 perso mais je vais pas loin avec ça zebi,darija,insult
ptdr souviens toi zebi,darija,insult
ptdr t’as mit ta vie zebi,darija,insult
ptdr ta race zebi,darija,insult
ptdr tellement ya rien a faire trop chiant meme la play ca devient lassant,darija,insult
ptdr tu as pas pris ce weekend je voulais dormir zebi dailleurs mec faut que je tappelle pour un samedi dans longtemps,darija,insult
ptdr un rapace zebi,darija,insult
ptdr va te faire foutre,darija,insult
ptdr vas y chochotte de merde j’habite en france zebi je threaten rien du tout mgl,darija,insult
ptdr vraiment le goat *ماعز*,darija,insult
ptdr wallah elle a raison c cher perturbant zebi,darija,insult
ptdr wesh cest quoi ce toccard du canada zébi,darija,insult
ptdr wsh j’m’ennuie zebi laisse moi *تنهد*,darija,insult
ptdr ya un compte pv qui ma cité faut savoir que jai le seum la,darija,insult
ptdr ydek f zebi,darija,insult
ptdr zebi j’ai lu 3 fois le tweet je voyais couscous aussi,darija,insult
ptdr zebi ses poumons sa doit être du caca,darija,insult
ptdr zebi wsh reprend toi,darija,insult
ptdr zebi y’a moyen on joue comme au cfc,darija,insult
ptdr zebi ya plus de niveau à on air,darija,insult
ptdr zehma ca ma bloqué en 2014 et ca vient de majouter sur lol ,darija,insult
ptdr zehma grouille toi je suis devant je t’attends zebi,darija,insult
ptdrr t’entend ce que je fais la zebi ,darija,insult
ptdrr *تنهد*,darija,insult
ptdrr arrête de te plaindre zebi en plus t’es même pas sub,darija,insult
ptdrr castagne il s’est prit un coup de boule de fou il est déformé zebi,darija,insult
ptdrr cest pas une course zebi *تنهد* *تنهد*,darija,insult
ptdrr djokovic travaille avec mes djinn les plus puissant zebi,darija,insult
ptdrr h24 à faire la meuf derrière son écran zebi,darija,insult
ptdrr il diffuse même pas le 11 c’est quoi ça zebi,darija,insult
ptdrr j en est rien à foutre jsuis pc zebi juste tu dis nimp que la ps5 est plus performante que la série x,darija,insult
ptdrr j’ai dis zebi on a ca en tunisie nous *تنهد*,darija,insult
ptdrr jsuis fatigué zebi,darija,insult
ptdrr jure,darija,insult
ptdrr la mm jai miss clic le oui zebi,darija,insult
ptdrr laisse moi tranquille jai dormi 3h zebi,darija,insult
ptdrr les écouteurs qui viennent de chez action on entend tout dessus zebi,darija,insult
ptdrr mais ils le dis dans ses sons zebi,darija,insult
ptdrr mais vous faites quoi ici zebi,darija,insult
ptdrr mais zabi c’est quoi ce bordel,darija,insult
ptdrr moi jsp pq j’ai yacizi zebi,darija,insult
ptdrr rcw ca coute cher zebi,darija,insult
ptdrr sa fait 1 h j’arrive pas a dormir zebi,darija,insult
ptdrr tout est possible zebi,darija,insult
ptdrr va te faire foutre frère,darija,insult
ptdrr walid *جمجمه* *جمجمه* roh 9wd,darija,insult
ptdrr wesh jprends ca comment zebi,darija,insult
ptdrr mais ql site khra moi jprend tjrs sur place jsp,darija,insult
ptdtr vraiment partout cest la même,darija,insult
ptin j marquer cahier zebi mon tweet il veut rien dire,darija,insult
ptin zebi 30min de retard,darija,insult
ptn nique ta race a tweeter avec mon compte zebi,darija,insult
ptn pk vous programmez roger lundi a 11h du matin zebi y’en a qui bosse ici je suis anéanti,darija,insult
ptn blessé zebi il manquait plus que ça,darija,insult
ptn c’est long j’ai écrit un pavé zebi,darija,insult
ptn c’était trop bien loki zebi,darija,insult
ptn ca se vois j’ai grossis mon jean boyfriend est devenu un jean slim zebi,darija,insult
ptn ce match me fais vibrer zebi *العلم لصربيا* *العلم لصربيا*,darija,insult
ptn ces comptes fakes porno sur insta ça sarrête jamais ils rendent fou frère laisse moi vivre zebi,darija,insult
ptn depuis 2h45 jsuis reveille impossible de me rendormir zebi,darija,insult
ptn dommage je veux le retrouver zebi,darija,insult
ptn en parlant de ça je devais le rappeler zebi,darija,insult
ptn enfin zebi,darija,insult
ptn hier jme suis vrmt niqué l’adducteur je souffre zebi,darija,insult
ptn j’ai hésiter entre griezmann et benzema buteur en plus zebi,darija,insult
ptn j’ai l’impression tout le monde a la af1 cdg il me la faut aussi zebi *ارجوك* *رمز تعبيري معدل خمسه*,darija,insult
ptn j’ai pas envi de rater le match de l’euro zebi,darija,insult
ptn j’ai pas le droit de rêver zebi *متامل*,darija,insult
ptn j’allais venir et vous avez cut zebi,darija,insult
ptn j’peux pas passer le code j’dois faire ma journée d’appel teh zebi,darija,insult
ptn j’suis sortis j’ai déjà envie de rentrer jsuis mal à l’aise zebi,darija,insult
ptn j’viens d’me rappeler de mon rêve zebi y’avait des serpents partout dans mon lit wsh quel bail,darija,insult
ptn jai ouvert twitter si vite zebi tu ma fait peur,darija,insult
ptn jaurais aimé comprendre le tennis zebi,darija,insult
ptn je fais une sieste avant d’aller au taf pour être en forme jsuis pas en forme et j’ai juste gagné les cernes de tom nook zebi,darija,insult
ptn je sors à peine du métro y’a un boug qui m’accoste laisser moi trankil y’a zebi,darija,insult
ptn je veux être normal zebi,darija,insult
ptn jsaigne du nez zebi encore un pas de plus vers sanji,darija,insult
ptn jsuis a la souris jgalere sur des 4 etoiles zebi t’es chaud,darija,insult
ptn jsuis cramé zebi,darija,insult
ptn jviens de me reveiller j ai fais un cauchemar zebi,darija,insult
ptn la chance je passe le 24 zebi,darija,insult
ptn la chance zebi,darija,insult
ptn la haine on a quelquun du coup il répondait pas zebi,darija,insult
ptn la tunisie on peut rien leur demander zebi vous cassez les couilles,darija,insult
ptn le correcteur zebi *تنهد*,darija,insult
ptn les cons ils préparent le barbecue avant la fin des phases de poulesjai fin et y a encore 2 matchs zebi,darija,insult
ptn les courbatures tah zebi,darija,insult
ptn ma mère me réveille tôt le matin pour que j’emmène le chat chez le vétérinaire j’ai envie de tous les fumer j’suis fatigué zebi,darija,insult
ptn mais arrête wsh faut casser sa pute de carrière zebi,darija,insult
ptn mais comme quoi jamais perdre espoir zebi,darija,insult
ptn mais nn pas les babybels zebi,darija,insult
ptn mes larmes stoppez vous zebi,darija,insult
ptn mon cv il sent le caca ou quoi la rappelez zebi jai faim,darija,insult
ptn mon oral aled jle connais qua moitie zebi ah,darija,insult
ptn nique zebi,darija,insult
ptn non hobi ma vie stop zebi jv fr un arrêt cardiaque,darija,insult
ptn pourquoi c’est toi mon 3e zebi,darija,insult
ptn pourquoi je suis dedans zebi,darija,insult
ptn tu clc frr jdoit faire nuit blanche la zebi,darija,insult
ptn tu t’es chauffer pour le thread zebi,darija,insult
ptn ya des gens qui me disent quils ont vu mes photo sur tiktok alors que jai pas tiktok zebi,darija,insult
putain de rune pa qui passe pas,darija,insult
putain de zebi demain est le dernier jour,darija,insult
putain j’suis a une journée porte ouverte pour un oral y’a un poto que il veut me parler laisse moi tranquille zebi j’veux prendre ta place,darija,insult
putain jai pas fais le ménage ya des poussières zebi,darija,insult
putain je ressemble à tout le monde zebi,darija,insult
putain jme disait dun coup y a un problème zebi,darija,insult
putain le dimanche cest sacré le seul jour ou jtappe ma grâce mat,darija,insult
putain mais ils veulent pas laisser jouer les adultes zebi,darija,insult
putain mais nan cest pas ce que je tavais dit de dire zebi,darija,insult
putain mais tu veux pas écrire comme quelquun que lon peut comprendre zebi,darija,insult
putain mazal ma9rit,darija,insult
putain nique zebi,darija,insult
putain stefanos finis le taf à zebi,darija,insult
putain tu crois pas que tu peut faire une exception zebi,darija,insult
putain tu rend fou jallais twetter la même chose et la je vois quoi d zaru qui a tweet avant moi zebi,darija,insult
putain un but de merde zebi,darija,insult
putain wallah deban ryry zebi ya des meuf h24 apoile sûr twitch et nazim il se prend un def,darija,insult
putain y fait chaud cest la clavicule zebi je nen peux plus,darija,insult
putain ya rien de plus désagréable que du pain avec des céréales ou des graines zebi ça me débecte,darija,insult
putain ya shelob dans mon placard zebi je sais pas quoi faire elle sest planqué derrière des paquets de trucs,darija,insult
qu’il aille en arabie saoudite ou en chine loin d’ici zebi,darija,insult
quand c’est pas une erreur c’est un fils de pute qui se sert de toi comme frein tfou,darija,insult
quand c’est un fils de pute oui,darija,insult
quand il pleuvait il pleuvait que l’après midi le soleil il sramene des 8h zebi attend un peu,darija,insult
quand jdis je bois pas de café au taff on dirait jtue leurs daronnes zebi,darija,insult
quand je réponds pas sah arrêtez de rappeler 40 fois jsuis cap de décrocher et de vus insulter zebi,darija,insult
quand je sais qu’une meuf c’est une pute et qu’elle le même nom que ma daronne j’ai grave la haine,darija,insult
quand je t’insulte zebi,darija,insult
quand je vois mes copines pleurer mon cœur il lâche je pleure avec elles zebi *شخص تغطيه الوجه باليد* *رمز تعبيري معدل اربعه*  *علامه الاناث*  *شخص تغطيه الوجه باليد* *رمز تعبيري معدل اربعه*  *علامه الاناث* ,darija,insult
quand jvais avoir le body goal summer zebi,darija,insult
quand on mange notre giga tacos xl qui dégouline de sauce fromagère personne nous dévisage faite pareil quand un bébé manger zebi,darija,insult
quand un petit avait ken une poule ptn zebi jlai dans ma tête mtn,darija,insult
quando zebi ativa o modo ney silva é massa demais,darija,insult
que de souvenir zebi,darija,insult
que des fiaks zebi parle de one piece,darija,insult
que des hors tl pour ramener leur q zebi,darija,insult
que je reçois des msg sur linkedin en mode vs faites cmt dans votre labo pour faire ça ça ça ça et ça ah laissez moi trql zebi,darija,insult
que lindo zebi,darija,insult
quel adulte zebi t là t’as 8 ans,darija,insult
quel crack zebi,darija,insult
quel frein j’ai dit j’avais pas le permis concentre toi zebi,darija,insult
quel idée de faire des matchs amicaux à une semaine de l’euro aussi zébi,darija,insult
quel mois zebi,darija,insult
quel moustique ose piquer sur les doigts zebi,darija,insult
quel truc de noir zebi cest un magasin de vêtement à tlse mdrr,darija,insult
quel violence conjugale c un 2002 zebi,darija,insult
quel zebi,darija,insult
quelle séance pec zebi c’était sale,darija,insult
quelle soirée bordel,darija,insult
quest ce que tu racontes zebi,darija,insult
questce ce quelle ferait ps pour des vus zebi,darija,insult
qui a brisé le cœur dolivia rodrigo zebi tout son album c sur son ex là,darija,insult
qui a gagné le concours zebi,darija,insult
qui a une pp toute noir dans ma tl urgent zebi,darija,insult
qui en a cause de lui ocon est sorti zebi,darija,insult
qui fake vodak zebi,darija,insult
qui habite au luxembourg zebi,darija,insult
qui insulte la mere de qqn nique sa mere aussi,darija,insult
qui me veut du mal zebi,darija,insult
qui paye son jardin j ai envie de bronzé zebi,darija,insult
qui se rappel de putain zebi,darija,insult
qui sembat les 9lawi de ça vie *يد*,darija,insult
qui vient regarder conjuring avec moi y’a zebi,darija,insult
qui voc y’a zebi je m’ennuie à mort,darija,insult
quoi non zebi pourquoi faut pas que je coupe,darija,insult
quoi tgoli elle est moche n3arilek 3a zebi,darija,insult
r9 c est pas lewandowski zébi,darija,insult
ra zebi chui là,darija,insult
rah il est dans tt nos story a zebi,darija,insult
rah maba9ilik walo w twli 3endek 30 ans ya zamel,darija,insult
rah madayzch lik dou3a2 ya weld l9a7ba,darija,insult
rah ouais ça donne envie zebi,darija,insult
rajoute moi dans le gc zebi jo rien dis *وجه بعيون متدحرجه*,darija,insult
ramener un mec ou une meuf a anaëlle zebi laisser la ken que ont en finisse *جمجمه*,darija,insult
rani 9a7ba kbira w mansoumech w man7ebech rabi,darija,insult
rani f zebi machi f les dm 9ahba te3 nemi,darija,insult
rapha t’as tord zebi,darija,insult
raphinha fait une saison de fou à leeds mais trql go gabriel zebi,darija,insult
rassi derni yazbi,darija,insult
rebbek chnahwa hadchi hahahahaha,darija,insult
rebi blani b les imene kayen li endhoum l imene w kayen li yjihoum ela zebi yeaytouli ki nkoun b kitman,darija,insult
recommence zebi j’suis illettré ou quoi moi,darija,insult
récompenses ultimes zebi,darija,insult
réel akhy mais jai aucune visibilité zebi,darija,insult
réel disasterclass zebi,darija,insult
réel mais zebi ça fait chier,darija,insult
réel mala jay tgalabli fi zebi ana,darija,insult
régale zebi betclic,darija,insult
regarde avant de faire le truc zebi,darija,insult
regarde la conv zebi,darija,insult
regarde le foot zebi,darija,insult
regarde le match zebi,darija,insult
regarde les tous zebi tu passe a côté des plus grandes masterclass,darija,insult
regarde ses derniers tweet en plus quel culot,darija,insult
regarde zebi tu rates un truc,darija,insult
reine zebi,darija,insult
relève toi zebi,darija,insult
remets l’autre pp zebi,darija,insult
remettez nous les potatoes zebi,darija,insult
rend pas fou zebi,darija,insult
rend pas fou zebi tu clc,darija,insult
